# Game Session ID 
0 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 3 / 5 / 2013    20:34:24 
# With Fead back 
 True  
# With Visible Trajectory 
 False  
### Game start ### 
 # Throw number 1 of 5
# Type of Balls 
 Ball 0 -> Good ball 
 Ball 1 -> Ok ball 
 Ball 2 -> Bad ball 
# Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	
X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	
 0.950005 -23.557587 8.975128 	 -6.349998 -23.557587 6.364557 	 7.300004 -23.557587 12.991389 	 -2.349998 -23.557587 2.348296 	 -8.000000 -23.557587 8.975128 	 4.000000 -23.557587 6.364557 	
 0.920005 -23.784523 8.974627 	 -6.359998 -23.784523 6.352995 	 7.280004 -23.784523 13.007907 	 -2.359998 -23.784523 2.319716 	 -8.000000 -23.784523 8.974627 	 4.000000 -23.784523 6.352995 	
 0.890005 -24.011463 8.973927 	 -6.369998 -24.011463 6.341233 	 7.260004 -24.011463 13.024224 	 -2.369998 -24.011463 2.290936 	 -8.000000 -24.011463 8.973927 	 4.000000 -24.011463 6.341233 	
 0.860005 -24.238403 8.973027 	 -6.379998 -24.238403 6.329271 	 7.240004 -24.238403 13.040342 	 -2.379998 -24.238403 2.261956 	 -8.000000 -24.238403 8.973027 	 4.000000 -24.238403 6.329271 	
 0.830005 -24.465340 8.971927 	 -6.389998 -24.465340 6.317110 	 7.220004 -24.465340 13.056260 	 -2.389998 -24.465340 2.232776 	 -8.000000 -24.465340 8.971927 	 4.000000 -24.465340 6.317110 	
 0.800005 -24.692280 8.970626 	 -6.399998 -24.692280 6.304747 	 7.200004 -24.692280 13.071979 	 -2.399998 -24.692280 2.203396 	 -8.000000 -24.692280 8.970626 	 4.000000 -24.692280 6.304747 	
 0.770005 -24.919220 8.969126 	 -6.409998 -24.919220 6.292185 	 7.180004 -24.919220 13.087496 	 -2.409998 -24.919220 2.173816 	 -8.000000 -24.919220 8.969126 	 4.000000 -24.919220 6.292185 	
 0.740005 -25.146156 8.967425 	 -6.419998 -25.146156 6.279423 	 7.160004 -25.146156 13.102814 	 -2.419998 -25.146156 2.144036 	 -8.000000 -25.146156 8.967425 	 4.000000 -25.146156 6.279423 	
 0.710006 -25.373096 8.965526 	 -6.429998 -25.373096 6.266461 	 7.140004 -25.373096 13.117931 	 -2.429998 -25.373096 2.114056 	 -8.000000 -25.373096 8.965526 	 4.000000 -25.373096 6.266461 	
 0.680006 -25.600037 8.963425 	 -6.439998 -25.600037 6.253299 	 7.120004 -25.600037 13.132849 	 -2.439998 -25.600037 2.083876 	 -8.000000 -25.600037 8.963425 	 4.000000 -25.600037 6.253299 	
 0.650006 -25.826973 8.961124 	 -6.449998 -25.826973 6.239937 	 7.100004 -25.826973 13.147567 	 -2.449998 -25.826973 2.053495 	 -8.000000 -25.826973 8.961124 	 4.000000 -25.826973 6.239937 	
 0.620006 -26.053913 8.958625 	 -6.459998 -26.053913 6.226375 	 7.080004 -26.053913 13.162085 	 -2.459998 -26.053913 2.022916 	 -8.000000 -26.053913 8.958625 	 4.000000 -26.053913 6.226375 	
 0.590006 -26.280853 8.955924 	 -6.469998 -26.280853 6.212613 	 7.060004 -26.280853 13.176403 	 -2.469998 -26.280853 1.992136 	 -8.000000 -26.280853 8.955924 	 4.000000 -26.280853 6.212613 	
 0.560006 -26.507790 8.953024 	 -6.479998 -26.507790 6.198651 	 7.040004 -26.507790 13.190520 	 -2.479998 -26.507790 1.961156 	 -8.000000 -26.507790 8.953024 	 4.000000 -26.507790 6.198651 	
 0.530006 -26.734730 8.949924 	 -6.489998 -26.734730 6.184489 	 7.020004 -26.734730 13.204438 	 -2.489998 -26.734730 1.929975 	 -8.000000 -26.734730 8.949924 	 4.000000 -26.734730 6.184489 	
 0.500006 -26.961670 8.946624 	 -6.499998 -26.961670 6.170127 	 7.000004 -26.961670 13.218156 	 -2.499998 -26.961670 1.898595 	 -8.000000 -26.961670 8.946624 	 4.000000 -26.961670 6.170127 	
 0.470006 -27.188606 8.943123 	 -6.509998 -27.188606 6.155565 	 6.980004 -27.188606 13.231673 	 -2.509998 -27.188606 1.867015 	 -8.000000 -27.188606 8.943123 	 4.000000 -27.188606 6.155565 	
 0.440006 -27.415546 8.939423 	 -6.519998 -27.415546 6.140803 	 6.960004 -27.415546 13.244991 	 -2.519998 -27.415546 1.835235 	 -8.000000 -27.415546 8.939423 	 4.000000 -27.415546 6.140803 	
 0.410006 -27.642487 8.935523 	 -6.529998 -27.642487 6.125841 	 6.940004 -27.642487 13.258109 	 -2.529998 -27.642487 1.803255 	 -8.000000 -27.642487 8.935523 	 4.000000 -27.642487 6.125841 	
 0.380006 -27.869423 8.931422 	 -6.539998 -27.869423 6.110679 	 6.920004 -27.869423 13.271028 	 -2.539998 -27.869423 1.771075 	 -8.000000 -27.869423 8.931422 	 4.000000 -27.869423 6.110679 	
 0.350006 -28.096363 8.927122 	 -6.549998 -28.096363 6.095317 	 6.900004 -28.096363 13.283745 	 -2.549998 -28.096363 1.738695 	 -8.000000 -28.096363 8.927122 	 4.000000 -28.096363 6.095317 	
 0.320006 -28.323303 8.922622 	 -6.559998 -28.323303 6.079755 	 6.880004 -28.323303 13.296263 	 -2.559998 -28.323303 1.706115 	 -8.000000 -28.323303 8.922622 	 4.000000 -28.323303 6.079755 	
 0.290006 -28.550240 8.917922 	 -6.569998 -28.550240 6.063993 	 6.860004 -28.550240 13.308580 	 -2.569998 -28.550240 1.673335 	 -8.000000 -28.550240 8.917922 	 4.000000 -28.550240 6.063993 	
 0.260006 -28.777180 8.913021 	 -6.579998 -28.777180 6.048031 	 6.840004 -28.777180 13.320698 	 -2.579998 -28.777180 1.640355 	 -8.000000 -28.777180 8.913021 	 4.000000 -28.777180 6.048031 	
 0.230006 -29.004120 8.907921 	 -6.589998 -29.004120 6.031869 	 6.820004 -29.004120 13.332616 	 -2.589998 -29.004120 1.607175 	 -8.000000 -29.004120 8.907921 	 4.000000 -29.004120 6.031869 	
 0.200006 -29.231056 8.902621 	 -6.599998 -29.231056 6.015507 	 6.800004 -29.231056 13.344334 	 -2.599998 -29.231056 1.573795 	 -8.000000 -29.231056 8.902621 	 4.000000 -29.231056 6.015507 	
 0.170006 -29.457996 8.897120 	 -6.609998 -29.457996 5.998945 	 6.780004 -29.457996 13.355852 	 -2.609998 -29.457996 1.540215 	 -8.000000 -29.457996 8.897120 	 4.000000 -29.457996 5.998945 	
 0.140006 -29.684937 8.891420 	 -6.619998 -29.684937 5.982183 	 6.760004 -29.684937 13.367169 	 -2.619998 -29.684937 1.506435 	 -8.000000 -29.684937 8.891420 	 4.000000 -29.684937 5.982183 	
 0.110006 -29.911873 8.885520 	 -6.629998 -29.911873 5.965221 	 6.740004 -29.911873 13.378287 	 -2.629998 -29.911873 1.472455 	 -8.000000 -29.911873 8.885520 	 4.000000 -29.911873 5.965221 	
 0.080006 -30.138813 8.879420 	 -6.639998 -30.138813 5.948059 	 6.720004 -30.138813 13.389205 	 -2.639998 -30.138813 1.438275 	 -8.000000 -30.138813 8.879420 	 4.000000 -30.138813 5.948059 	
 0.050006 -30.365753 8.873119 	 -6.649998 -30.365753 5.930697 	 6.700004 -30.365753 13.399922 	 -2.649998 -30.365753 1.403894 	 -8.000000 -30.365753 8.873119 	 4.000000 -30.365753 5.930697 	
 0.020006 -30.592690 8.866619 	 -6.659998 -30.592690 5.913135 	 6.680004 -30.592690 13.410440 	 -2.659998 -30.592690 1.369314 	 -8.000000 -30.592690 8.866619 	 4.000000 -30.592690 5.913135 	
 -0.009994 -30.819630 8.859920 	 -6.669998 -30.819630 5.895373 	 6.660004 -30.819630 13.420758 	 -2.669998 -30.819630 1.334535 	 -8.000000 -30.819630 8.859920 	 4.000000 -30.819630 5.895373 	
 -0.039994 -31.046570 8.853019 	 -6.679998 -31.046570 5.877411 	 6.640004 -31.046570 13.430876 	 -2.679998 -31.046570 1.299554 	 -8.000000 -31.046570 8.853019 	 4.000000 -31.046570 5.877411 	
 -0.069994 -31.273506 8.845919 	 -6.689998 -31.273506 5.859250 	 6.620004 -31.273506 13.440794 	 -2.689998 -31.273506 1.264374 	 -8.000000 -31.273506 8.845919 	 4.000000 -31.273506 5.859250 	
 -0.099994 -31.500446 8.838618 	 -6.699998 -31.500446 5.840887 	 6.600004 -31.500446 13.450512 	 -2.699998 -31.500446 1.228994 	 -8.000000 -31.500446 8.838618 	 4.000000 -31.500446 5.840887 	
 -0.129994 -31.727386 8.831119 	 -6.709998 -31.727386 5.822325 	 6.580004 -31.727386 13.460030 	 -2.709998 -31.727386 1.193414 	 -8.000000 -31.727386 8.831119 	 4.000000 -31.727386 5.822325 	
 -0.159994 -31.954323 8.823418 	 -6.719998 -31.954323 5.803563 	 6.560004 -31.954323 13.469347 	 -2.719998 -31.954323 1.157634 	 -8.000000 -31.954323 8.823418 	 4.000000 -31.954323 5.803563 	
 -0.189994 -32.181263 8.815517 	 -6.729998 -32.181263 5.784601 	 6.540004 -32.181263 13.478465 	 -2.729998 -32.181263 1.121654 	 -8.000000 -32.181263 8.815517 	 4.000000 -32.181263 5.784601 	
 -0.219994 -32.408203 8.807418 	 -6.739998 -32.408203 5.765440 	 6.520004 -32.408203 13.487383 	 -2.739998 -32.408203 1.085474 	 -8.000000 -32.408203 8.807418 	 4.000000 -32.408203 5.765440 	
 -0.249994 -32.635139 8.799117 	 -6.749998 -32.635139 5.746078 	 6.500004 -32.635139 13.496100 	 -2.749998 -32.635139 1.049094 	 -8.000000 -32.635139 8.799117 	 4.000000 -32.635139 5.746078 	
 -0.279994 -32.862080 8.790617 	 -6.759998 -32.862080 5.726515 	 6.480004 -32.862080 13.504619 	 -2.759998 -32.862080 1.012514 	 -8.000000 -32.862080 8.790617 	 4.000000 -32.862080 5.726515 	
 -0.309993 -33.089020 8.781917 	 -6.769998 -33.089020 5.706753 	 6.460004 -33.089020 13.512937 	 -2.769998 -33.089020 0.975734 	 -8.000000 -33.089020 8.781917 	 4.000000 -33.089020 5.706753 	
 -0.339993 -33.315956 8.773017 	 -6.779998 -33.315956 5.686791 	 6.440004 -33.315956 13.521054 	 -2.779998 -33.315956 0.938754 	 -8.000000 -33.315956 8.773017 	 4.000000 -33.315956 5.686791 	
 -0.369993 -33.542896 8.763916 	 -6.789998 -33.542896 5.666629 	 6.420004 -33.542896 13.528972 	 -2.789998 -33.542896 0.901574 	 -8.000000 -33.542896 8.763916 	 4.000000 -33.542896 5.666629 	
 -0.399993 -33.769836 8.754616 	 -6.799998 -33.769836 5.646267 	 6.400004 -33.769836 13.536690 	 -2.799998 -33.769836 0.864194 	 -8.000000 -33.769836 8.754616 	 4.000000 -33.769836 5.646267 	
 -0.429993 -33.996773 8.745116 	 -6.809998 -33.996773 5.625706 	 6.380004 -33.996773 13.544208 	 -2.809998 -33.996773 0.826614 	 -8.000000 -33.996773 8.745116 	 4.000000 -33.996773 5.625706 	
 -0.459993 -34.223709 8.735415 	 -6.819998 -34.223709 5.604943 	 6.360004 -34.223709 13.551525 	 -2.819998 -34.223709 0.788834 	 -8.000000 -34.223709 8.735415 	 4.000000 -34.223709 5.604943 	
 -0.489993 -34.450653 8.725515 	 -6.829998 -34.450653 5.583982 	 6.340004 -34.450653 13.558643 	 -2.829998 -34.450653 0.750854 	 -8.000000 -34.450653 8.725515 	 4.000000 -34.450653 5.583982 	
 -0.519993 -34.677589 8.715415 	 -6.839998 -34.677589 5.562819 	 6.320004 -34.677589 13.565561 	 -2.839998 -34.677589 0.712674 	 -8.000000 -34.677589 8.715415 	 4.000000 -34.677589 5.562819 	
 -0.549993 -34.904526 8.705114 	 -6.849998 -34.904526 5.541457 	 6.300004 -34.904526 13.572279 	 -2.849998 -34.904526 0.674293 	 -8.000000 -34.904526 8.705114 	 4.000000 -34.904526 5.541457 	
 -0.579993 -35.131470 8.694614 	 -6.859998 -35.131470 5.519896 	 6.280005 -35.131470 13.578796 	 -2.859998 -35.131470 0.635714 	 -8.000000 -35.131470 8.694614 	 4.000000 -35.131470 5.519896 	
 -0.609993 -35.358406 8.683914 	 -6.869998 -35.358406 5.498134 	 6.260005 -35.358406 13.585114 	 -2.869998 -35.358406 0.596934 	 -8.000000 -35.358406 8.683914 	 4.000000 -35.358406 5.498134 	
 -0.639993 -35.585342 8.673014 	 -6.879998 -35.585342 5.476171 	 6.240005 -35.585342 13.591232 	 -2.879998 -35.585342 0.557953 	 -8.000000 -35.585342 8.673014 	 4.000000 -35.585342 5.476171 	
 -0.669993 -35.812286 8.661914 	 -6.889997 -35.812286 5.454010 	 6.220005 -35.812286 13.597150 	 -2.889998 -35.812286 0.518774 	 -8.000000 -35.812286 8.661914 	 4.000000 -35.812286 5.454010 	
 -0.699993 -36.039223 8.650614 	 -6.899998 -36.039223 5.431648 	 6.200005 -36.039223 13.602868 	 -2.899998 -36.039223 0.479394 	 -8.000000 -36.039223 8.650614 	 4.000000 -36.039223 5.431648 	
 -0.729993 -36.266159 8.639113 	 -6.909997 -36.266159 5.409086 	 6.180005 -36.266159 13.608386 	 -2.909998 -36.266159 0.439814 	 -8.000000 -36.266159 8.639113 	 4.000000 -36.266159 5.409086 	
 -0.759993 -36.493103 8.627413 	 -6.919998 -36.493103 5.386323 	 6.160005 -36.493103 13.613704 	 -2.919998 -36.493103 0.400033 	 -8.000000 -36.493103 8.627413 	 4.000000 -36.493103 5.386323 	
 -0.789993 -36.720039 8.615513 	 -6.929997 -36.720039 5.363362 	 6.140005 -36.720039 13.618821 	 -2.929998 -36.720039 0.360054 	 -8.000000 -36.720039 8.615513 	 4.000000 -36.720039 5.363362 	
 -0.819993 -36.946976 8.603413 	 -6.939998 -36.946976 5.340199 	 6.120005 -36.946976 13.623739 	 -2.939998 -36.946976 0.319873 	 -8.000000 -36.946976 8.603413 	 4.000000 -36.946976 5.340199 	
 -0.849993 -37.173920 8.591112 	 -6.949997 -37.173920 5.316837 	 6.100005 -37.173920 13.628457 	 -2.949998 -37.173920 0.279493 	 -8.000000 -37.173920 8.591112 	 4.000000 -37.173920 5.316837 	
 -0.879993 -37.400856 8.578612 	 -6.959998 -37.400856 5.293276 	 6.080005 -37.400856 13.632975 	 -2.959998 -37.400856 0.238914 	 -8.000000 -37.400856 8.578612 	 4.000000 -37.400856 5.293276 	
 -0.909993 -37.627792 8.565911 	 -6.969997 -37.627792 5.269513 	 6.060005 -37.627792 13.637292 	 -2.969998 -37.627792 0.198133 	 -8.000000 -37.627792 8.565911 	 4.000000 -37.627792 5.269513 	
 -0.939993 -37.854736 8.553012 	 -6.979998 -37.854736 5.245552 	 6.040005 -37.854736 13.641411 	 -2.979998 -37.854736 0.157154 	 -8.000000 -37.854736 8.553012 	 4.000000 -37.854736 5.245552 	
 -0.969993 -38.081673 8.539911 	 -6.989997 -38.081673 5.221390 	 6.020005 -38.081673 13.645329 	 -2.989998 -38.081673 0.115973 	 -8.000000 -38.081673 8.539911 	 4.000000 -38.081673 5.221390 	
 -0.999993 -38.308609 8.526611 	 -6.999998 -38.308609 5.197028 	 6.000005 -38.308609 13.649046 	 -2.999998 -38.308609 0.074593 	 -8.000000 -38.308609 8.526611 	 4.000000 -38.308609 5.197028 	
 -1.029993 -38.535553 8.513111 	 -7.009997 -38.535553 5.172466 	 5.980005 -38.535553 13.652564 	 -3.009998 -38.535553 0.033013 	 -8.000000 -38.535553 8.513111 	 4.000000 -38.535553 5.172466 	
 -1.059993 -38.762489 8.499411 	 -7.019998 -38.762489 5.147704 	 5.960005 -38.762489 13.655882 	 -3.019998 -38.762489 -0.008767 	 -8.000000 -38.762489 8.499411 	 4.000000 -38.762489 5.147704 	
 -1.089993 -38.989426 8.485510 	 -7.029997 -38.989426 5.122741 	 5.940005 -38.989426 13.658998 	 -3.029998 -38.989426 -0.050747 	 -8.000000 -38.989426 8.485510 	 4.000000 -38.989426 5.122741 	
 -1.119993 -39.216370 8.471410 	 -7.039998 -39.216370 5.097579 	 5.920005 -39.216370 13.661917 	 -3.039998 -39.216370 -0.092927 	 -8.000000 -39.216370 8.471410 	 4.000000 -39.216370 5.097579 	
 -1.149993 -39.443306 8.457109 	 -7.049997 -39.443306 5.072217 	 5.900005 -39.443306 13.664635 	 -3.049998 -39.443306 -0.135307 	 -8.000000 -39.443306 8.457109 	 4.000000 -39.443306 5.072217 	
 -1.179993 -39.670242 8.442610 	 -7.059998 -39.670242 5.046656 	 5.880005 -39.670242 13.667153 	 -3.059998 -39.670242 -0.177887 	 -8.000000 -39.670242 8.442610 	 4.000000 -39.670242 5.046656 	
 -1.209993 -39.897186 8.427910 	 -7.069997 -39.897186 5.020894 	 5.860005 -39.897186 13.669471 	 -3.069998 -39.897186 -0.220667 	 -8.000000 -39.897186 8.427910 	 4.000000 -39.897186 5.020894 	
 -1.239993 -40.124123 8.413010 	 -7.079998 -40.124123 4.994932 	 5.840005 -40.124123 13.671589 	 -3.079998 -40.124123 -0.263647 	 -8.000000 -40.124123 8.413010 	 4.000000 -40.124123 4.994932 	
 -1.269993 -40.351059 8.397909 	 -7.089997 -40.351059 4.968770 	 5.820005 -40.351059 13.673507 	 -3.089998 -40.351059 -0.306827 	 -8.000000 -40.351059 8.397909 	 4.000000 -40.351059 4.968770 	
 -1.299993 -40.578003 8.382608 	 -7.099998 -40.578003 4.942408 	 5.800005 -40.578003 13.675223 	 -3.099998 -40.578003 -0.350208 	 -8.000000 -40.578003 8.382608 	 4.000000 -40.578003 4.942408 	
 -1.329993 -40.804939 8.367108 	 -7.109997 -40.804939 4.915846 	 5.780005 -40.804939 13.676742 	 -3.109998 -40.804939 -0.393787 	 -8.000000 -40.804939 8.367108 	 4.000000 -40.804939 4.915846 	
 -1.359993 -41.031876 8.351408 	 -7.119998 -41.031876 4.889083 	 5.760005 -41.031876 13.678060 	 -3.119998 -41.031876 -0.437568 	 -8.000000 -41.031876 8.351408 	 4.000000 -41.031876 4.889083 	
 -1.389992 -41.258820 8.335508 	 -7.129997 -41.258820 4.862122 	 5.740005 -41.258820 13.679178 	 -3.129997 -41.258820 -0.481547 	 -8.000000 -41.258820 8.335508 	 4.000000 -41.258820 4.862122 	
 -1.419992 -41.485756 8.319407 	 -7.139997 -41.485756 4.834960 	 5.720005 -41.485756 13.680095 	 -3.139997 -41.485756 -0.525728 	 -8.000000 -41.485756 8.319407 	 4.000000 -41.485756 4.834960 	
 -1.449992 -41.712692 8.303107 	 -7.149997 -41.712692 4.807598 	 5.700005 -41.712692 13.680813 	 -3.149997 -41.712692 -0.570108 	 -8.000000 -41.712692 8.303107 	 4.000000 -41.712692 4.807598 	
 -1.479992 -41.939636 8.286608 	 -7.159997 -41.939636 4.780036 	 5.680005 -41.939636 13.681332 	 -3.159997 -41.939636 -0.614687 	 -8.000000 -41.939636 8.286608 	 4.000000 -41.939636 4.780036 	
 -1.509992 -42.166573 8.269907 	 -7.169997 -42.166573 4.752274 	 5.660005 -42.166573 13.681648 	 -3.169997 -42.166573 -0.659468 	 -8.000000 -42.166573 8.269907 	 4.000000 -42.166573 4.752274 	
 -1.539992 -42.393509 8.253007 	 -7.179997 -42.393509 4.724312 	 5.640005 -42.393509 13.681767 	 -3.179997 -42.393509 -0.704447 	 -8.000000 -42.393509 8.253007 	 4.000000 -42.393509 4.724312 	
 -1.569992 -42.620453 8.235907 	 -7.189997 -42.620453 4.696150 	 5.620005 -42.620453 13.681684 	 -3.189997 -42.620453 -0.749628 	 -8.000000 -42.620453 8.235907 	 4.000000 -42.620453 4.696150 	
 -1.599992 -42.847389 8.218606 	 -7.199997 -42.847389 4.667788 	 5.600005 -42.847389 13.681401 	 -3.199997 -42.847389 -0.795008 	 -8.000000 -42.847389 8.218606 	 4.000000 -42.847389 4.667788 	
 -1.629992 -43.074326 8.201106 	 -7.209997 -43.074326 4.639226 	 5.580005 -43.074326 13.680920 	 -3.209997 -43.074326 -0.840588 	 -8.000000 -43.074326 8.201106 	 4.000000 -43.074326 4.639226 	
 -1.659992 -43.301270 8.183406 	 -7.219997 -43.301270 4.610464 	 5.560005 -43.301270 13.680238 	 -3.219997 -43.301270 -0.886368 	 -8.000000 -43.301270 8.183406 	 4.000000 -43.301270 4.610464 	
 -1.689992 -43.528206 8.165505 	 -7.229997 -43.528206 4.581502 	 5.540005 -43.528206 13.679356 	 -3.229997 -43.528206 -0.932348 	 -8.000000 -43.528206 8.165505 	 4.000000 -43.528206 4.581502 	
 -1.719992 -43.755142 8.147406 	 -7.239997 -43.755142 4.552340 	 5.520005 -43.755142 13.678273 	 -3.239997 -43.755142 -0.978527 	 -8.000000 -43.755142 8.147406 	 4.000000 -43.755142 4.552340 	
 -1.749992 -43.982086 8.129105 	 -7.249997 -43.982086 4.522978 	 5.500005 -43.982086 13.676991 	 -3.249997 -43.982086 -1.024907 	 -8.000000 -43.982086 8.129105 	 4.000000 -43.982086 4.522978 	
 -1.779992 -44.209023 8.110604 	 -7.259997 -44.209023 4.493416 	 5.480005 -44.209023 13.675509 	 -3.259997 -44.209023 -1.071488 	 -8.000000 -44.209023 8.110604 	 4.000000 -44.209023 4.493416 	
 -1.809992 -44.435959 8.091904 	 -7.269997 -44.435959 4.463654 	 5.460005 -44.435959 13.673826 	 -3.269997 -44.435959 -1.118268 	 -8.000000 -44.435959 8.091904 	 4.000000 -44.435959 4.463654 	
 -1.839992 -44.662903 8.073004 	 -7.279997 -44.662903 4.433692 	 5.440005 -44.662903 13.671945 	 -3.279997 -44.662903 -1.165248 	 -8.000000 -44.662903 8.073004 	 4.000000 -44.662903 4.433692 	
 -1.869992 -44.889839 8.053904 	 -7.289997 -44.889839 4.403531 	 5.420005 -44.889839 13.669863 	 -3.289997 -44.889839 -1.212428 	 -8.000000 -44.889839 8.053904 	 4.000000 -44.889839 4.403531 	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
                    	                    	                    	                    	                    	                    	
